x,original,kalman
0.0570000000,2.4002338113,2.5941926845
0.0580000000,2.6590612430,2.6149177573
0.0590000000,2.7763002591,2.6664783928
0.0600000000,2.4291059308,2.5906394707
0.0610000000,2.8248337918,2.6654629979
0.0620000000,2.7985353266,2.7079787215
0.0630000000,2.3274832026,2.5864129350
0.0640000000,2.6427492100,2.6044120000
0.0650000000,3.6445790937,2.9367384651
0.0660000000,2.3791637764,2.7585970622
0.0670000000,2.4983034094,2.6754349721
0.0680000000,3.1090674336,2.8139776582
0.0690000000,3.0049336084,2.8749868136
0.0700000000,2.6406175243,2.8001073852
0.0710000000,2.3231812662,2.6477326637
0.0720000000,2.8444044017,2.7105679753
0.0730000000,2.7259870445,2.7154942653
0.0740000000,2.5220783130,2.6536991555
0.0750000000,2.6368647938,2.6483206890
0.0760000000,2.5625907403,2.6209305408
0.0770000000,2.7020189813,2.6468377580
0.0780000000,2.4517353341,2.5845038318
0.0790000000,2.8430613238,2.6671112300
0.0800000000,2.3668606151,2.5711831564
0.0810000000,2.5563293057,2.5664374500
0.0820000000,2.4038401922,2.5144887080
0.0830000000,2.6826056175,2.5682009419
0.0840000000,2.7516731131,2.6268190798
0.0850000000,2.9104711443,2.7174440270
0.0860000000,2.7121701229,2.7157590497
0.0870000000,2.5473737114,2.6619610546
0.0880000000,2.4579863970,2.5967925087
0.0890000000,2.9399506455,2.7064292500
0.0900000000,2.8999034521,2.7682429702
0.0910000000,2.7212675328,2.7532346305
0.0920000000,2.5281631846,2.6813258012
0.0930000000,2.2611988265,2.5470980283
0.0940000000,2.6146804425,2.5686901600
0.0950000000,2.6418927830,2.5920779109
0.0960000000,2.4020793448,2.5313746333
0.0970000000,2.9448249405,2.6634692553
0.0980000000,2.7764612881,2.6995694580
0.0990000000,2.7505578419,2.7158599074
0.1000000000,2.7215481793,2.7176772724
0.1010000000,2.5336125513,2.6588698188
0.1020000000,2.0378961443,2.4604728618
0.1030000000,2.6559141904,2.5229150658
0.1040000000,2.3524853538,2.4684639069
0.1050000000,2.1375891862,2.3627516353
0.1060000000,2.3383914622,2.3549687221
0.1070000000,2.7711531561,2.4879368794
0.1080000000,2.9326262542,2.6300121757
0.1090000000,2.8677399539,2.7059646190
0.1100000000,2.5352244234,2.6514142626
0.1110000000,2.8706636959,2.7214629976
0.1120000000,2.3882722744,2.6150107786
0.1130000000,2.4838099388,2.5730929833
0.1140000000,2.2863890652,2.4814929892
0.1150000000,2.4995414918,2.4872593657
0.1160000000,2.3703489288,2.4499072591
0.1170000000,2.7656930648,2.5507987227
0.1180000000,2.7089491373,2.6013267278
0.1190000000,2.7449177897,2.6472031167
0.1200000000,2.2925530612,2.5338947838
0.1210000000,2.4582651216,2.5097316100
0.1220000000,2.7470845165,2.5855642843
0.1230000000,2.1363740682,2.4420509992
0.1240000000,2.5265109085,2.4690353782
0.1250000000,3.0331921080,2.6492796994
0.1260000000,2.2507614323,2.5219557648
0.1270000000,2.5237873022,2.5225409288
0.1280000000,2.6808363483,2.5731152620
0.1290000000,2.3867094866,2.5135598572
0.1300000000,2.4938421383,2.5072601772
0.1310000000,2.1520962593,2.3937876687
0.1320000000,2.5281773991,2.4367242933
0.1330000000,2.3205422860,2.3996049151
0.1340000000,2.7367727146,2.5073277835
0.1350000000,2.3343026536,2.4520474058
0.1360000000,2.3088330462,2.4062913709
0.1370000000,2.6104706144,2.4715252806
0.1380000000,2.1371969277,2.3647095965
0.1390000000,2.4151387839,2.3808213863
0.1400000000,2.5202637529,2.4253722946
0.1410000000,2.8176901488,2.5507152385
0.1420000000,2.1326951002,2.4171605858
0.1430000000,2.4298086491,2.4212015579
0.1440000000,2.6432911645,2.4921577094
0.1450000000,1.8642231264,2.2915367884
0.1460000000,2.7913596217,2.4512268578
0.1470000000,2.0490220002,2.3227250821
0.1480000000,2.4908933147,2.3764537134
0.1490000000,2.5113352860,2.4195474784
0.1500000000,2.3750654599,2.4053357695
0.1510000000,2.0448550824,2.2901645886
0.1520000000,2.2267179817,2.2698938199
0.1530000000,2.2376512698,2.2595925397
0.1540000000,2.2924091534,2.2700772294
0.1550000000,2.4402183111,2.3244361729
0.1560000000,2.3172493987,2.3221400463
0.1570000000,2.3582338144,2.3336717651
0.1580000000,2.4102277504,2.3581308930
0.1590000000,2.4473786055,2.3866449433
0.1600000000,2.7220837048,2.4938153955
0.1610000000,2.2686009123,2.4218608668
0.1620000000,2.0941319389,2.3171536550
0.1630000000,2.3893823830,2.3402302530
0.1640000000,2.3506936954,2.3435732532
0.1650000000,2.4585008502,2.3802918557
0.1660000000,2.5320506118,2.4287777685
0.1670000000,1.9914788886,2.2890636862
0.1680000000,2.3181393373,2.2983531632
0.1690000000,2.6725758694,2.4179148278
0.1700000000,2.0469351880,2.2993893014
0.1710000000,2.5587828365,2.3822638098
0.1720000000,2.3131936624,2.3601963573
0.1730000000,1.9518088105,2.2297192535
0.1740000000,2.2731471212,2.2435941683
0.1750000000,2.3727343086,2.2848535838
0.1760000000,2.2007784624,2.2579921419
0.1770000000,1.9817567038,2.1697367576
0.1780000000,2.4004870997,2.2434599564
0.1790000000,2.2899271865,2.2583059273
0.1800000000,2.4594860248,2.3225816298
0.1810000000,2.0941203516,2.2495897716
0.1820000000,2.2253548278,2.2418468683
0.1830000000,1.9791038477,2.1579022215
0.1840000000,2.2133219578,2.1756084585
0.1850000000,2.5004392368,2.2793897307
0.1860000000,2.4140156738,2.3224018237
0.1870000000,2.1138599087,2.2557740695
0.1880000000,2.6408049230,2.3787888652
0.1890000000,2.3542548899,2.3709504233
0.1900000000,2.4161428730,2.3853891103
0.1910000000,2.1664734460,2.3154470122
0.1920000000,2.4765452880,2.3669168394
0.1930000000,2.1029594156,2.2825841989
0.1940000000,2.2792967175,2.2815338705
0.1950000000,2.0916031114,2.2208522567
0.1960000000,2.4848465621,2.3051966807
0.1970000000,1.7698089481,2.1341438626
0.1980000000,2.9553355672,2.3965091480
0.1990000000,2.4523508436,2.4143501982
0.2000000000,2.1986064551,2.3454215078
0.2010000000,2.4944306952,2.3930289517
0.2020000000,2.0945539460,2.2976681734
0.2030000000,2.3388509835,2.3108258072
0.2040000000,2.1224817166,2.2506511235
0.2050000000,2.6348170398,2.3733895775
0.2060000000,1.9930321857,2.2518679217
0.2070000000,2.0301030907,2.1810155339
0.2080000000,1.8828165512,2.0857429431
0.2090000000,2.0228689199,2.0656551111
0.2100000000,2.4410613556,2.1855949082
0.2110000000,2.2226471532,2.1974328539
0.2120000000,1.9297691649,2.1119160863
0.2130000000,2.0743159667,2.0999030983
0.2140000000,2.0574136158,2.0863279914
0.2150000000,2.1419770250,2.1041074873
0.2160000000,2.0034044307,2.0719335308
0.2170000000,2.2520630470,2.1294837126
0.2180000000,2.3224170300,2.1911246238
0.2190000000,1.6942219790,2.0323675352
0.2200000000,2.3636570747,2.1382123386
0.2210000000,1.8625609372,2.0501435501
0.2220000000,2.6794680077,2.2512085267
0.2230000000,2.1214497199,2.2097514514
0.2240000000,1.8816457824,2.1049238734
0.2250000000,1.7464879831,1.9904059915
0.2260000000,1.8011848214,1.9299510867
0.2270000000,1.7419242394,1.8698777601
0.2280000000,2.6481027760,2.1185154744
0.2290000000,1.8891113263,2.0452223755
0.2300000000,2.2570693320,2.1129060685
0.2310000000,1.9375900036,2.0568937523
0.2320000000,2.2621887909,2.1224841511
0.2330000000,1.8408539276,2.0325051687
0.2340000000,2.0078070444,2.0246142823
0.2350000000,2.1285786018,2.0578301906
0.2360000000,2.2418793701,2.1166326788
0.2370000000,2.2932594730,2.1730637643
0.2380000000,1.7313938765,2.0319531740
0.2390000000,1.8325193109,1.9682353818
0.2400000000,2.1766128635,2.0348106006
0.2410000000,1.6747672371,1.9197791417
0.2420000000,1.6830163217,1.8441349961
0.2430000000,1.6339994346,1.7769980825
0.2440000000,1.9829807148,1.8428081629
0.2450000000,1.7588713351,1.8159909049
0.2460000000,1.9774893889,1.8675885960
0.2470000000,1.7512687759,1.8304251874
0.2480000000,2.1380388340,1.9287057006
0.2490000000,2.2420620518,2.0288209697
0.2500000000,1.9244927499,1.9954887977
0.2510000000,2.5197048182,2.1629723281
0.2520000000,2.1943694322,2.1730034939
0.2530000000,2.1694772055,2.1718768682
0.2540000000,1.8993639671,2.0848108096
0.2550000000,1.8867714658,2.0215385570
0.2560000000,1.9307303834,1.9925259498
0.2570000000,2.3348109890,2.1018837422
0.2580000000,2.1087925736,2.1040910679
0.2590000000,2.3367661110,2.1784291959
0.2600000000,2.2155627343,2.1902931143
0.2610000000,1.2747151831,1.8977720576
0.2620000000,1.9049572124,1.9000676668
0.2630000000,1.8348482660,1.8792305022
0.2640000000,1.7355465387,1.8333244319
0.2650000000,1.8664756465,1.8439160244
0.2660000000,1.7031636724,1.7989465845
0.2670000000,2.0746612700,1.8870355919
0.2680000000,1.6522302944,1.8120168618
0.2690000000,1.6746881312,1.7681412461
0.2700000000,1.9851338833,1.8374689498
0.2710000000,1.9790800913,1.8827127672
0.2720000000,2.3269091020,2.0246305405
0.2730000000,2.3140675344,2.1171037341
0.2740000000,1.7706286471,2.0064072493
0.2750000000,1.9629245950,1.9925148306
0.2760000000,1.4886137732,1.8315217957
0.2770000000,1.8815871764,1.8475173517
0.2780000000,1.6301628975,1.7780740499
0.2790000000,2.1845272828,1.9079331532
0.2800000000,1.7834633986,1.8681658949
0.2810000000,1.7423409036,1.8279656474
0.2820000000,1.7784992606,1.8121614660
0.2830000000,2.0950500161,1.9025424754
0.2840000000,2.2077338125,2.0000490768
0.2850000000,1.8670533877,1.9575578391
0.2860000000,2.0100074873,1.9743151527
0.2870000000,1.9350425732,1.9617678249
0.2880000000,1.9076700905,1.9444839587
0.2890000000,1.9243067435,1.9380374727
0.2900000000,2.0179835298,1.9635797060
0.2910000000,2.1656833058,2.0281504613
0.2920000000,1.9004640236,1.9873554941
0.2930000000,1.6785588000,1.8886970051
0.2940000000,1.4555359123,1.7503049182
0.2950000000,1.7657671533,1.7552449994
0.2960000000,1.5095914514,1.6767603254
0.2970000000,1.8480892169,1.7314987662
0.2980000000,1.8327770499,1.7638565040
0.2990000000,1.6742517643,1.7352283859
0.3000000000,1.8634797621,1.7762038472
0.3010000000,1.9741663530,1.8394515505
0.3020000000,1.7649236874,1.8156403942
0.3030000000,2.1385679420,1.9188135969
0.3040000000,1.8284486683,1.8899426035
0.3050000000,2.1354783753,1.9683896488
0.3060000000,1.7747782506,1.9065320954
0.3070000000,1.9989532098,1.9360600265
0.3080000000,1.7359111504,1.8721137924
0.3090000000,1.5916238051,1.7824991078
0.3100000000,1.8741621674,1.8117848454
0.3110000000,2.2023644730,1.9365724375
0.3120000000,1.9345483477,1.9359257543
0.3130000000,1.5040315455,1.7979384284
0.3140000000,2.0510990356,1.8788215579
0.3150000000,1.7257495691,1.8299160760
0.3160000000,1.6454354657,1.7709757486
0.3170000000,1.3856490973,1.6478664475
0.3180000000,2.0731449560,1.7837401011
0.3190000000,1.8413163431,1.8021353273
0.3200000000,1.8397854228,1.8141642823
0.3210000000,1.5497964557,1.7297005208
0.3220000000,1.6242471922,1.6960088840
0.3230000000,1.6371813809,1.6772138882
0.3240000000,1.6797225800,1.6780153985
0.3250000000,1.5450565328,1.6355359256
0.3260000000,1.9238583623,1.7276530256
0.3270000000,1.7426906182,1.7324574364
0.3280000000,1.4814751526,1.6522702668
0.3290000000,1.4622222318,1.5915511842
0.3300000000,1.7855894417,1.6535451163
0.3310000000,1.9762501930,1.7566472410
0.3320000000,1.8340257621,1.7813691636
0.3330000000,1.8832250515,1.8139114421
0.3340000000,1.5477510862,1.7288749794
0.3350000000,2.0236087644,1.8230404625
0.3360000000,1.9381846619,1.8598282680
0.3370000000,1.5990745741,1.7765191979
0.3380000000,1.4406761170,1.6692195683
0.3390000000,1.9776735711,1.7677685697
0.3400000000,1.7125638894,1.7501310417
0.3410000000,1.7242108065,1.7418496990
0.3420000000,1.4048029904,1.6341655183
0.3430000000,1.2728400825,1.5187244459
0.3440000000,2.0337978893,1.6832869837
0.3450000000,1.9107564014,1.7559619491
0.3460000000,1.7145689877,1.7427371734
0.3470000000,1.7348188244,1.7402073136
0.3480000000,2.2741264768,1.9107909335
0.3490000000,1.5889936480,1.8079788420
0.3500000000,1.8448425999,1.8197565674
0.3510000000,1.7156071932,1.7864815353
0.3520000000,1.7350421202,1.7700469845
0.3530000000,1.3359628118,1.6313599797
0.3540000000,2.1626224060,1.8010947899
0.3550000000,1.6592373102,1.7557722690
0.3560000000,1.5764085295,1.6984667477
0.3570000000,1.8097077499,1.7340075077
0.3580000000,2.2257342325,1.8911109243
0.3590000000,1.6912469641,1.8272557189
0.3600000000,1.5525334099,1.7394837692
0.3610000000,1.6448701916,1.7092553607
0.3620000000,1.8722810704,1.7613409902
0.3630000000,1.6620971492,1.7296332434
0.3640000000,1.4709566385,1.6469877893
0.3650000000,1.6105220027,1.6353372132
0.3660000000,1.2824102426,1.5225793945
0.3670000000,1.7366930849,1.5909872938
0.3680000000,1.6690833196,1.6159384544
0.3690000000,2.0332840253,1.7492775873
0.3700000000,1.5026732689,1.6704891485
0.3710000000,1.3140294755,1.5566026549
0.3720000000,1.6661991007,1.5916179900
0.3730000000,1.3854200355,1.5257391156
0.3740000000,1.7024851618,1.5822083013
0.3750000000,1.5075570000,1.5583577073
0.3760000000,1.8277215775,1.6444176714
0.3770000000,1.8706040474,1.7166827135
0.3780000000,1.3592780407,1.6024942987
0.3790000000,1.6060523244,1.6036310643
0.3800000000,1.5109237218,1.5740116852
0.3810000000,1.5590982604,1.5692469452
0.3820000000,1.5593520534,1.5660855931
0.3830000000,1.2303681586,1.4588261067
0.3840000000,1.5147853092,1.4767046995
0.3850000000,1.5191156007,1.4902547003
0.3860000000,1.4107764092,1.4648619151
0.3870000000,1.6709586322,1.5307084448
0.3880000000,1.5964298121,1.5517059844
0.3890000000,1.6296376874,1.5766046449
0.3900000000,1.3947227407,1.5184945868
0.3910000000,1.5034062938,1.5136739776
0.3920000000,1.7731231529,1.5965662627
0.3930000000,1.6346414056,1.6087310175
0.3940000000,1.5474587559,1.5891549376
0.3950000000,1.6046081588,1.5940921390
0.3960000000,1.5106859147,1.5674444053
0.3970000000,1.6811051649,1.6037582617
0.3980000000,1.3597251934,1.5257913202
0.3990000000,1.5177011638,1.5232065691
0.4000000000,1.7060471583,1.5816229207
0.4010000000,1.6703863142,1.6099822343
0.4020000000,1.2788859999,1.5041991905
0.4030000000,1.4542496874,1.4882406566
0.4040000000,1.9884489189,1.6480538680
0.4050000000,1.6896660575,1.6613486857
0.4060000000,1.6743369162,1.6654983389
0.4070000000,1.4208195050,1.5873250796
0.4080000000,1.6541364017,1.6086708525
0.4090000000,1.2610055555,1.4975941035
0.4100000000,1.9584526774,1.6448353513
0.4110000000,1.3265697261,1.5431516018
0.4120000000,1.4289974494,1.5066801097
0.4130000000,1.1787518634,1.4019092170
0.4140000000,1.5394968792,1.4458675596
0.4150000000,1.4018838442,1.4318150552
0.4160000000,1.7279148629,1.5264169735
0.4170000000,1.2872461074,1.4500034732
0.4180000000,1.5413762724,1.4791964746
0.4190000000,1.2134806882,1.3943020489
0.4200000000,1.1662652342,1.3214458040
0.4210000000,1.5919920772,1.4078835380
0.4220000000,1.7230370194,1.5085729783
0.4230000000,1.4285918993,1.4830195557
0.4240000000,1.5322476066,1.4987475904
0.4250000000,1.1920792864,1.4007691079
0.4260000000,1.7563789343,1.5143840812
0.4270000000,1.6741902694,1.5654410950
0.4280000000,1.1256857977,1.4249422037
0.4290000000,1.6306745536,1.4906723205
0.4300000000,1.1728463391,1.3891290343
0.4310000000,1.4498832129,1.4085395901
0.4320000000,1.2355920570,1.3532840041
0.4330000000,1.2903299612,1.3331706063
0.4340000000,1.7254139419,1.4584897420
0.4350000000,1.4762490400,1.4641637195
0.4360000000,1.5245972139,1.4834718189
0.4370000000,1.4837928529,1.4835743871
0.4380000000,1.7681463831,1.5744932463
0.4390000000,1.3747139726,1.5106650977
0.4400000000,1.4149153281,1.4800736834
0.4410000000,1.5171271102,1.4919120067
0.4420000000,1.3180283280,1.4363573284
0.4430000000,1.4902526724,1.4535765322
0.4440000000,1.7544414609,1.5497008750
0.4450000000,1.1687392534,1.4279861718
0.4460000000,1.6804697070,1.5086529813
0.4470000000,1.3214714740,1.4488497352
0.4480000000,1.3400319933,1.4140831908
0.4490000000,1.1209461588,1.3204278596
0.4500000000,1.3682689015,1.3357127541
0.4510000000,1.2423398952,1.3058807470
0.4520000000,1.4168067449,1.3413208652
0.4530000000,1.9151472262,1.5246545693
0.4540000000,1.1285401236,1.3980986397
0.4550000000,1.4201198817,1.4051342800
0.4560000000,1.0628815891,1.2957868226
0.4570000000,1.5817777884,1.3871590332
0.4580000000,1.6140006506,1.4596334205
0.4590000000,1.3110443810,1.4121602111
0.4600000000,1.4725186991,1.4314443464
0.4610000000,1.5454404114,1.4678653306
0.4620000000,1.5886246567,1.5064471318
0.4630000000,1.1341565229,1.3875027595
0.4640000000,1.3106171975,1.3629383340
0.4650000000,1.5984752881,1.4381908236
0.4660000000,1.7015970630,1.5223473643
0.4670000000,1.6292049577,1.5564876544
0.4680000000,1.1760115764,1.4349280792
0.4690000000,1.4319777346,1.4339854637
0.4700000000,1.5736774528,1.4786161247
0.4710000000,1.4311580359,1.4634535811
0.4720000000,1.3737583945,1.4347965658
0.4730000000,1.0165790859,1.3011788638
0.4740000000,1.3562002982,1.3187578460
0.4750000000,1.4320384308,1.3549502390
0.4760000000,1.2807487414,1.3312433543
0.4770000000,1.4918130552,1.3825443053
0.4780000000,1.3987035436,1.3877070744
0.4790000000,1.3242278640,1.3674258891
0.4800000000,1.2426266341,1.3275533575
0.4810000000,1.2827040027,1.3132242871
0.4820000000,1.7281185804,1.4457802531
0.4830000000,1.2618541713,1.3870170938
0.4840000000,1.7973696396,1.5181220017
0.4850000000,1.7704707611,1.5987457512
0.4860000000,1.0938526604,1.4374357682
0.4870000000,1.4882949891,1.4536849509
0.4880000000,1.1308708261,1.3505479860
0.4890000000,1.1676458531,1.2921119716
0.4900000000,1.1144330084,1.2353447251
0.4910000000,1.3300705753,1.2656090039
0.4920000000,1.2314070368,1.2546817030
0.4930000000,1.5096612536,1.3361459728
0.4940000000,1.4373389417,1.3684764530
0.4950000000,1.4343654755,1.3895275573
0.4960000000,1.1482042762,1.3124263748
0.4970000000,1.3373087443,1.3203761263
0.4980000000,1.4689969567,1.3678594926
0.4990000000,1.4516949030,1.3946443484
0.5000000000,1.1086819022,1.3032812497
0.5010000000,1.2331632197,1.2808790057
0.5020000000,1.8140736556,1.4512311484
0.5030000000,1.7807368912,1.5565060407
0.5040000000,1.3489235268,1.4901848088
0.5050000000,1.0777595420,1.3584176803
0.5060000000,1.3972295326,1.3708178089
0.5070000000,1.7620822463,1.4958241931
0.5080000000,1.4516532986,1.4817118862
0.5090000000,1.6503531803,1.5355916576
0.5100000000,1.7091167712,1.5910317767
0.5110000000,0.8135472939,1.3426306579
0.5120000000,1.3453060701,1.3434854343
0.5130000000,0.8484724828,1.1853320901
0.5140000000,1.1608431941,1.1775080508
0.5150000000,0.9969607764,1.1198243980
0.5160000000,1.5157673614,1.2463255402
0.5170000000,1.0496234827,1.1834805417
0.5180000000,1.1335533073,1.1675291225
0.5190000000,0.9705378842,1.1045917327
0.5200000000,1.4269933136,1.2075968925
0.5210000000,1.6003871597,1.3330907692
0.5220000000,1.0006601813,1.2268814084
0.5230000000,1.3271212543,1.2589073722
0.5240000000,1.2892823957,1.2686119901
0.5250000000,1.1339684262,1.2255942674
0.5260000000,0.7429402255,1.0713895126
0.5270000000,1.7398294161,1.2849516139
0.5280000000,1.5083064052,1.3563119835
0.5290000000,1.2192808683,1.3125314540
0.5300000000,1.2695202651,1.2987896654
0.5310000000,1.6700634073,1.4174091555
0.5320000000,1.1478869031,1.3312985893
0.5330000000,0.7632918425,1.1498242132
0.5340000000,1.5988406886,1.2932819893
0.5350000000,0.9472746565,1.1827349488
0.5360000000,1.1066794457,1.1584357217
0.5370000000,0.8926007520,1.0735032177
0.5380000000,1.2148244269,1.1186544037
0.5390000000,1.2901481590,1.1734455174
0.5400000000,0.9698333084,1.1083927715
0.5410000000,1.3723261300,1.1927177233
0.5420000000,1.6221488610,1.3299181143
0.5430000000,1.4233472393,1.3597680981
0.5440000000,1.3102666962,1.3439527296
0.5450000000,1.0939383127,1.2640747870
0.5460000000,1.5565485373,1.3575182041
0.5470000000,1.1829067425,1.3017310040
0.5480000000,1.1610818306,1.2567945290
0.5490000000,1.0506830465,1.1909432818
0.5500000000,1.5971000947,1.3207076809
0.5510000000,1.2579476164,1.3006562579
0.5520000000,1.4056359352,1.3341965663
0.5530000000,1.2315038419,1.3013869241
0.5540000000,1.4088756652,1.3357288617
0.5550000000,0.6072417106,1.1029820643
0.5560000000,0.9036047553,1.0392823407
0.5570000000,1.0969836449,1.0577175235
0.5580000000,0.7917846633,0.9727537442
0.5590000000,1.3128290476,1.0814055408
0.5600000000,1.2319965157,1.1295183552
0.5610000000,1.1356822849,1.1314876897
0.5620000000,1.1276226843,1.1302528462
0.5630000000,1.2607847329,1.1719569154
0.5640000000,1.0451099453,1.1314301525
0.5650000000,0.7338365349,1.0044016373
0.5660000000,0.7437375788,0.9211212051
0.5670000000,0.9031958597,0.9153941765
0.5680000000,0.7288471216,0.8557936338
0.5690000000,0.8845786876,0.8649902669
0.5700000000,1.6822522584,1.1261000351
0.5710000000,1.5027102841,1.2464245037
0.5720000000,0.9510138484,1.1520427650
0.5730000000,1.1605155103,1.1547497507
0.5740000000,1.5125466449,1.2690634776
0.5750000000,1.5130736669,1.3470231094
0.5760000000,1.1633261285,1.2883331464
0.5770000000,1.5631963633,1.3761501152
0.5780000000,0.9844797481,1.2510140391
0.5790000000,1.2237474359,1.2423025409
0.5800000000,1.4895677772,1.3213021386
0.5810000000,1.3916758549,1.3437860727
0.5820000000,1.2071789860,1.3001410175
0.5830000000,1.3621809337,1.3199623579
0.5840000000,1.1375306609,1.2616766446
0.5850000000,1.2742329731,1.2656883080
0.5860000000,1.4876831750,1.3366141908
0.5870000000,0.7809434866,1.1590810983
0.5880000000,0.5649323060,0.9692545127
0.5890000000,1.1981959143,1.0423997671
0.5900000000,1.5349439343,1.1997643511
0.5910000000,1.2265437989,1.2083202065
0.5920000000,0.9818167129,1.1359538475
0.5930000000,0.9707206933,1.0831629542
0.5940000000,0.8573663180,1.0110224314
0.5950000000,1.0757497279,1.0317023719
0.5960000000,0.9739300444,1.0132444977
0.5970000000,1.2242284844,1.0806524776
0.5980000000,1.2744161082,1.1425586682
0.5990000000,1.0730396067,1.1203477907
0.6000000000,0.9639470183,1.0703787846
0.6010000000,1.3829396198,1.1702398917
0.6020000000,0.9534880000,1.1009891045
0.6030000000,1.4573383767,1.2148403258
0.6040000000,1.0004184028,1.1463339482
0.6050000000,1.1672858161,1.1530279306
0.6060000000,0.7274112389,1.0170462297
0.6070000000,1.1163657179,1.0487781453
0.6080000000,1.4372466643,1.1728912522
0.6090000000,0.8378191161,1.0658379343
0.6100000000,1.7644478307,1.2890391476
0.6110000000,1.4091485779,1.3274133114
0.6120000000,0.4180801709,1.0368874238
0.6130000000,1.3233951359,1.1284247313
0.6140000000,0.9147731745,1.0601644806
0.6150000000,0.8401114104,0.9898589889
0.6160000000,1.3322810279,1.0992605519
0.6170000000,0.5582061319,0.9263972649
0.6180000000,0.9851022646,0.9451531216
0.6190000000,1.1971474388,1.0256636292
0.6200000000,1.5926606966,1.2068154194
0.6210000000,1.0549162942,1.1582846597
0.6220000000,1.2502257942,1.1876592404
0.6230000000,1.1121898208,1.1635472630
0.6240000000,1.3162539732,1.2123360408
0.6250000000,1.1761679752,1.2007805845
0.6260000000,0.9370986251,1.1165359530
0.6270000000,1.2948893594,1.1735186796
0.6280000000,0.9093701881,1.0891249942
0.6290000000,0.7262335847,0.9731836036
0.6300000000,1.3166318991,1.0829130487
0.6310000000,1.2727990269,1.1435803552
0.6320000000,1.4227272150,1.2327659194
0.6330000000,1.0952182714,1.1888203611
0.6340000000,1.0334565866,1.1391826690
0.6350000000,1.0401608363,1.1075458523
0.6360000000,1.3250445543,1.1770352403
0.6370000000,1.1983319296,1.1838393908
0.6380000000,0.9141725631,1.0976826338
0.6390000000,1.5693484290,1.2483767169
0.6400000000,1.0425070753,1.1826027362
0.6410000000,1.2705790555,1.2107105848
0.6420000000,1.3540138984,1.2564950400
0.6430000000,0.7855621910,1.1060351283
0.6440000000,1.0451752566,1.0865908043
0.6450000000,1.2077085350,1.1252871133
0.6460000000,1.2791772516,1.1744539885
0.6470000000,0.7898073280,1.0515619399
0.6480000000,0.9828277514,1.0296018241
0.6490000000,1.3276715930,1.1248331319
0.6500000000,1.4820105264,1.2389489328
0.6510000000,1.1589018265,1.2133744149
0.6520000000,0.8192199662,1.0874446913
0.6530000000,0.8760215145,1.0198963931
0.6540000000,1.1173351532,1.0510274286
0.6550000000,0.7173806370,0.9444294988
0.6560000000,1.1565108088,1.0121880662
0.6570000000,0.8580224791,0.9629331869
0.6580000000,1.4939383521,1.1325858039
0.6590000000,1.5074761387,1.2523607713
0.6600000000,1.2774558455,1.2603784805
0.6610000000,1.1810665743,1.2350388542
0.6620000000,0.9524462831,1.1447524081
0.6630000000,1.2082848966,1.1650506155
0.6640000000,1.3891536714,1.2366500506
